Date,Age,Tm,Opp,Result,Game Type,Seasontype,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
2012/11/24,27-202,LAC,ATL,L (-11),@,regular,1,38:50:00,5,12,0.417,1,3,0.333,8,8,1,0,5,5,7,7,0,4,3,19,20.8,0,0.612,0.458,0,16.3,8.1,33.5,9.3,0,20.5,24.1,111,98,9.3
2012/11/26,27-204,LAC,NOH,L (-7),,regular,1,38:38:00,9,14,0.643,2,4,0.5,0,0,,1,3,4,8,4,0,3,4,20,20.4,-5,0.714,0.714,3.4,12,7.3,38.5,5.7,0,17.6,21.6,132,116,7.6
2012/11/28,27-206,LAC,MIN,W (+6),,regular,1,36:09:00,7,13,0.538,1,3,0.333,8,8,1,0,2,2,11,3,0,1,4,23,25.4,7,0.696,0.577,0,5.9,3.1,52.7,4.5,0,5.7,22.7,150,107,14.1
2012/12/1,27-209,LAC,SAC,W (+35),,regular,1,21:48,6,8,0.75,2,3,0.667,0,0,,1,4,5,5,1,0,1,2,14,15.4,22,0.875,0.875,5.8,20.5,13.6,32.6,2.5,0,11.1,20.2,163,92,13.4
2012/12/3,27-211,LAC,UTA,W (+1),@,regular,1,37:24:00,7,14,0.5,0,4,0,0,0,,1,2,3,9,1,0,3,1,14,12.2,-8,0.5,0.5,2.9,8,5,35,1.4,0,17.6,19.9,105,119,0.2
2012/12/5,27-213,LAC,DAL,W (+22),,regular,1,28:57:00,5,10,0.5,0,2,0,4,5,0.8,1,3,4,13,5,0,3,1,14,20.9,18,0.574,0.5,3.9,10.4,7.4,58.7,8.2,0,19.7,21.7,123,82,14.4
2012/12/8,27-216,LAC,PHO,W (+18),,regular,1,30:12:00,5,10,0.5,2,5,0.4,4,4,1,0,1,1,11,2,0,2,0,16,19,5,0.68,0.6,0,4.8,2,43.7,3.4,0,14.5,19.1,144,107,10.5
2012/12/9,27-217,LAC,TOR,W (+19),,regular,1,28:21:00,5,10,0.5,1,2,0.5,5,5,1,0,2,2,4,2,0,2,2,16,13.6,-2,0.656,0.55,0,8.3,4,24.6,4,0,14.1,23.4,128,99,5.7
2012/12/11,27-219,LAC,CHI,W (+5),@,regular,1,34:17:00,6,15,0.4,1,3,0.333,5,6,0.833,0,4,4,4,3,1,2,0,18,15.2,6,0.51,0.433,0,11.4,6.1,19.6,4.7,2.1,10.2,26.2,104,95,7.5
2012/12/12,27-220,LAC,CHA,W (+6),@,regular,1,30:59:00,5,13,0.385,2,5,0.4,7,9,0.778,2,3,5,10,1,0,1,1,19,20,1,0.56,0.462,6.3,10.8,8.4,53,1.7,0,5.6,26,137,109,10.2
2012/12/15,27-223,LAC,MIL,W (+26),@,regular,1,26:26:00,4,10,0.4,1,1,1,1,1,1,1,2,3,13,2,0,1,3,10,14.8,18,0.479,0.45,4.9,7,6.1,64.3,4,0,8.7,20.1,131,94,9.8
2012/12/17,27-225,LAC,DET,W (+12),@,regular,1,33:25:00,6,12,0.5,0,2,0,2,2,1,0,4,4,7,3,0,3,1,14,13.7,2,0.543,0.5,0,15.1,7.6,38.1,5.2,0,18.9,23.6,107,87,5.9
2012/12/19,27-227,LAC,NOH,W (+16),,regular,1,27:57:00,4,9,0.444,0,2,0,2,2,1,1,4,5,12,1,0,0,2,10,15.8,16,0.506,0.444,4.6,16.4,10.9,68.4,2,0,0,18,141,89,10.6
2012/12/21,27-229,LAC,SAC,W (+12),,regular,1,36:24:00,7,13,0.538,5,7,0.714,5,6,0.833,2,3,5,13,5,0,4,4,24,28.1,12,0.767,0.731,6.6,8.8,7.8,61.7,7.1,0,20.4,22.2,144,87,21.4
2012/12/23,27-231,LAC,PHO,W (+26),@,regular,1,29:04:00,7,12,0.583,2,4,0.5,1,1,1,0,1,1,13,5,0,2,1,17,23.4,32,0.683,0.667,0,3.2,1.9,81.2,9,0,13.9,23.9,142,77,22.8
2012/12/25,27-233,LAC,DEN,W (+12),,regular,1,31:37:00,5,11,0.455,2,4,0.5,2,2,1,0,4,4,8,3,0,1,1,14,16.7,13,0.589,0.545,0,16,7,32.5,4.6,0,7.8,16.8,136,99,8.5
2012/12/27,27-235,LAC,BOS,W (+29),,regular,1,28:51:00,3,11,0.273,1,4,0.25,1,1,1,1,2,3,11,2,0,3,1,8,9.1,15,0.35,0.318,3.9,8.1,5.9,50.8,3.7,0,20.8,23.2,95,88,-0.8
2012/12/28,27-236,LAC,UTA,W (+2),@,regular,1,38:00:00,8,18,0.444,0,5,0,13,14,0.929,1,1,2,6,1,0,1,0,29,24.4,14,0.6,0.444,3.3,3.8,3.6,27.2,1.3,0,4,28.9,137,126,6.6
2012/12/30,27-238,LAC,UTA,W (+11),,regular,1,35:24:00,7,14,0.5,0,3,0,5,5,1,0,1,1,9,5,0,2,1,19,21.2,8,0.586,0.5,0,3.2,1.7,41.4,7.2,0,11,24,125,97,9.9
2013/1/1,27-240,LAC,DEN,L (-14),@,regular,1,33:57:00,4,9,0.444,1,4,0.25,1,1,1,0,4,4,6,2,0,3,1,10,9.3,-2,0.53,0.5,0,12,5.8,34.8,3.2,0,24.1,17,96,103,0.8
2013/1/2,27-241,LAC,GSW,L (-21),@,regular,1,38:39:00,6,12,0.5,1,6,0.167,10,12,0.833,1,3,4,6,2,0,1,2,23,22.2,-17,0.666,0.542,2.4,9.3,5.5,34.6,2.5,0,5.5,20.4,139,120,6.6
2013/1/4,27-243,LAC,LAL,W (+5),,regular,1,41:01:00,11,25,0.44,1,4,0.25,7,7,1,0,6,6,13,2,0,4,3,30,24.6,14,0.534,0.46,0,16.7,8.5,54.1,2.6,0,12.5,34.8,119,111,5.9
2013/1/5,27-244,LAC,GSW,W (+26),,regular,1,28:05:00,10,12,0.833,5,6,0.833,2,2,1,1,4,5,9,1,0,0,0,27,31.8,37,1.048,1.042,5,18.5,12,51.4,1.9,0,0,21.2,212,100,31.7
2013/1/9,27-248,LAC,DAL,W (+6),,regular,1,40:10:00,8,13,0.615,1,2,0.5,2,2,1,1,4,5,16,2,0,3,2,19,24.4,6,0.684,0.654,3.1,11.4,7.4,67.2,2.6,0,17.8,18.5,146,103,12.4
2013/1/12,27-251,LAC,ORL,L (-3),,regular,1,34:32:00,4,11,0.364,1,3,0.333,1,1,1,0,1,1,16,4,0,2,0,10,17.4,8,0.437,0.409,0,3.9,1.8,59.4,6.3,0,14.9,18.7,117,112,7.3
2013/1/14,27-253,LAC,MEM,W (+26),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/1/15,27-254,LAC,HOU,W (+8),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/1/17,27-256,LAC,MIN,W (+13),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/1/19,27-258,LAC,WAS,W (+7),,regular,1,35:24:00,6,16,0.375,2,8,0.25,8,9,0.889,1,3,4,11,1,1,4,3,22,18.6,6,0.551,0.438,2.5,8.7,5.4,57.7,1.5,2.4,16.7,27.6,118,97,10.7
2013/1/21,27-260,LAC,GSW,L (-7),@,regular,1,33:28:00,1,7,0.143,0,3,0,2,3,0.667,0,2,2,9,2,0,2,4,4,4.4,5,0.24,0.143,0,8.2,3.7,35.3,3.1,0,19.4,13.9,83,114,-9.1
2013/1/22,27-261,LAC,OKC,L (-12),,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/1/24,27-263,LAC,PHO,L (-5),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/1/26,27-265,LAC,POR,L (-1),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/1/27,27-266,LAC,POR,W (+13),,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/1/30,27-269,LAC,MIN,W (+6),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/2/1,27-271,LAC,TOR,L (-25),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/2/3,27-273,LAC,BOS,L (-2),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/2/4,27-274,LAC,WAS,L (-8),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/2/6,27-276,LAC,ORL,W (+10),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2013/2/8,27-278,LAC,MIA,L (-22),@,regular,1,19:36,1,5,0.2,1,1,1,0,0,,1,0,1,2,0,0,3,2,3,-1.8,-27,0.3,0.3,6.3,0,3.4,15.5,0,0,37.5,19,56,137,-17.6
2013/2/10,27-280,LAC,NYK,W (+14),@,regular,1,29:19:00,10,17,0.588,3,5,0.6,2,4,0.5,1,5,6,7,4,0,1,3,25,25.2,-6,0.666,0.676,4.3,20.5,12.6,46.5,7.6,0,5.1,32,146,90,23.7
2013/2/11,27-281,LAC,PHI,W (+17),@,regular,1,24:34:00,9,11,0.818,1,3,0.333,2,2,1,0,2,2,11,5,0,1,1,21,28.8,27,0.884,0.864,0,8.1,4.9,81.4,11.4,0,7.8,25.8,179,88,35.5
2013/2/13,27-283,LAC,HOU,W (+10),,regular,1,30:51:00,3,8,0.375,1,4,0.25,3,5,0.6,0,3,3,11,3,0,1,2,10,14.6,18,0.49,0.438,0,10.6,6,52.9,4.8,0,8.9,16.7,128,97,6.7
2013/2/14,27-284,LAC,LAL,W (+24),@,regular,1,32:31:00,8,14,0.571,3,5,0.6,5,5,1,1,0,1,13,2,0,3,1,24,25.8,35,0.741,0.679,3.4,0,1.8,56.1,3.2,0,15.6,25.2,155,112,16.9
2013/2/21,27-291,LAC,SAS,L (-26),,regular,1,27:04:00,1,6,0.167,0,2,0,2,2,1,1,1,2,3,1,0,3,5,4,-0.7,-31,0.291,0.167,4.5,6.3,5.3,17.6,2,0,30.4,16.7,64,128,-13.8
2013/2/23,27-293,LAC,UTA,W (+13),,regular,1,27:35:00,2,8,0.25,1,5,0.2,6,7,0.857,0,7,7,7,0,0,2,2,11,10,19,0.496,0.313,0,25.4,14.3,33.4,0,0,15.3,21,113,97,0
2013/2/26,27-296,LAC,CHA,W (+22),,regular,1,31:32:00,3,7,0.429,1,2,0.5,0,0,,1,3,4,13,2,1,5,1,7,11.3,15,0.5,0.5,3.9,11.1,7.6,54.3,3.3,2.3,41.7,17.8,104,90,1.1
2013/2/28,27-298,LAC,IND,W (+8),@,regular,1,34:46:00,11,18,0.611,1,3,0.333,6,6,1,1,5,6,8,1,0,2,1,29,27.2,-2,0.703,0.639,3.9,16.8,10.9,46.4,1.6,0,8.8,31.2,142,103,17.6
2013/3/1,27-299,LAC,CLE,W (+16),@,regular,1,32:47:00,4,11,0.364,1,4,0.25,2,2,1,1,2,3,15,1,0,0,1,11,17.3,19,0.463,0.409,4.6,7.5,6.2,59.1,1.7,0,0,17.1,147,107,8.1
2013/3/3,27-301,LAC,OKC,L (-4),,regular,1,41:24:00,8,21,0.381,1,6,0.167,9,9,1,3,3,6,8,4,0,3,4,26,22.5,-13,0.521,0.405,9.4,8.3,8.8,32.3,5,0,10.7,29,121,112,9
2013/3/6,27-304,LAC,MIL,W (+16),,regular,1,32:07:00,6,12,0.5,0,1,0,2,2,1,0,3,3,9,1,0,0,0,14,16.2,6,0.543,0.5,0,11.8,5.9,35.4,1.6,0,0,18.7,138,115,0.4
2013/3/7,27-305,LAC,DEN,L (-15),@,regular,1,37:36:00,6,11,0.545,2,4,0.5,2,3,0.667,1,3,4,10,0,0,1,1,16,17.5,-20,0.649,0.636,3.1,11.6,6.9,45,0,0,7.5,16.5,141,128,7.8
2013/3/10,27-308,LAC,DET,W (+32),,regular,1,31:11:00,9,12,0.75,0,1,0,2,2,1,0,1,1,14,2,0,0,4,20,25.7,31,0.776,0.75,0,4.1,2.4,59.6,3.5,0,0,19.8,183,112,14
2013/3/13,27-311,LAC,MEM,L (-11),,regular,1,39:07:00,7,12,0.583,1,3,0.333,9,9,1,1,2,3,9,2,1,5,4,24,22.1,-5,0.752,0.625,3.6,7.9,5.7,49.3,3.2,2.2,23.9,28,131,122,12.5
2013/3/17,27-315,LAC,NYK,W (+13),,regular,1,36:30:00,6,12,0.5,1,3,0.333,7,8,0.875,1,3,4,8,1,0,1,1,20,20.4,11,0.644,0.542,3,8.6,5.8,40.3,1.5,0,6.1,21.6,143,97,11.4
2013/3/19,27-317,LAC,SAC,L (-15),@,regular,1,43:49:00,2,10,0.2,0,3,0,7,10,0.7,2,5,7,15,4,0,7,2,11,13.2,-2,0.382,0.2,5.5,16.1,10.4,48.6,4.7,0,32.7,21.6,89,120,-2.8
2013/3/20,27-318,LAC,PHI,W (+29),,regular,1,31:21:00,8,10,0.8,2,3,0.667,1,1,1,1,5,6,9,5,0,4,0,19,24.7,16,0.91,0.9,4.4,16.6,11.3,47.9,8.5,0,27.7,22,138,68,23.1
2013/3/23,27-321,LAC,BRK,W (+6),,regular,1,40:41:00,8,16,0.5,1,4,0.25,12,13,0.923,0,3,3,11,2,2,2,2,29,29.8,9,0.668,0.531,0,9.1,4.8,47.1,2.7,4.8,8.4,26.8,149,108,17.1
2013/3/26,27-324,LAC,DAL,L (-7),@,regular,1,39:27:00,12,15,0.8,3,5,0.6,6,9,0.667,1,5,6,5,2,0,7,2,33,26,-6,0.87,0.9,3,16.4,9.4,30.7,2.7,0,27,30.9,125,108,14
2013/3/27,27-325,LAC,NOH,W (+14),@,regular,1,33:44:00,5,13,0.385,0,5,0,6,7,0.857,3,3,6,9,4,0,3,1,16,18.4,10,0.498,0.385,11.5,12.9,12.2,47.6,7.1,0,15.7,28.8,121,105,9
2013/3/29,27-327,LAC,SAS,L (-2),@,regular,1,34:12:00,5,14,0.357,0,3,0,4,4,1,2,3,5,12,1,1,4,4,14,13,-10,0.444,0.357,7.4,13.2,10,49.6,1.7,2.4,20.2,27.9,107,123,0
2013/3/30,27-328,LAC,HOU,L (-17),@,regular,1,32:22:00,7,15,0.467,2,3,0.667,3,3,1,0,5,5,7,3,0,1,5,19,17.7,-12,0.582,0.533,0,17.2,8.6,50.3,4.7,0,5.8,25.1,123,97,12
2013/4/1,27-330,LAC,IND,L (-3),,regular,1,30:38:00,2,12,0.167,0,1,0,6,6,1,0,2,2,8,1,0,4,4,10,4,-21,0.342,0.167,0,10.1,4.4,35,1.8,0,21.5,27.7,83,125,-11
2013/4/3,27-332,LAC,PHO,W (+25),,regular,1,26:16:00,4,10,0.4,1,3,0.333,6,6,1,1,0,1,12,4,0,0,2,15,21.9,33,0.593,0.45,4.2,0,2.3,49.1,7.9,0,0,21.6,158,104,16.5
2013/4/7,27-336,LAC,LAL,W (+14),,regular,1,40:37:00,10,18,0.556,1,3,0.333,3,4,0.75,3,2,5,12,3,0,3,0,24,26.1,19,0.607,0.583,8.4,5.4,6.9,47,4.1,0,13.2,26.1,133,107,13.7
2013/4/10,27-339,LAC,MIN,W (+16),,regular,1,30:52:00,7,11,0.636,2,2,1,3,3,1,1,6,7,11,4,2,1,3,19,27.5,20,0.771,0.727,4.4,18.3,12.7,51.7,6.7,4.6,7.5,19.9,166,89,23
2013/4/12,27-341,LAC,NOH,W (+3),@,regular,1,37:31:00,4,12,0.333,1,2,0.5,8,8,1,2,5,7,14,2,1,4,2,17,20.8,-1,0.548,0.375,6.6,12.8,10.1,59.9,2.9,2,20.5,24.4,118,101,10.2
2013/4/13,27-342,LAC,MEM,W (+4),@,regular,1,38:32:00,6,14,0.429,0,3,0,1,2,0.5,0,4,4,5,1,0,2,2,13,8.1,7,0.437,0.429,0,11.1,5.7,21.1,1.5,0,11.8,22.2,93,108,-5.6
2013/4/16,27-345,LAC,POR,W (+16),,regular,1,24:59:00,3,7,0.429,0,2,0,2,2,1,0,1,1,11,3,0,1,1,8,13.9,15,0.508,0.429,0,4.6,2.3,67.7,6.7,0,11.3,17.1,134,84,11.9
2013/4/17,27-346,LAC,SAC,W (+4),@,regular,1,35:20:00,11,20,0.55,0,3,0,3,5,0.6,1,3,4,11,1,0,0,2,25,24.1,-1,0.563,0.55,3.2,9.1,6.2,51.4,1.4,0,0,27.7,138,114,9.3
2011/12/25,26-233,LAC,GSW,W (+19),@,regular,1,36:39:00,7,12,0.583,1,3,0.333,5,6,0.833,1,1,2,9,2,0,2,4,20,19.7,19,0.683,0.625,3,2.8,2.9,42.4,2.9,0,12,20.2,140,100,9.5
2011/12/28,26-236,LAC,SAS,L (-25),@,regular,1,36:01:00,3,10,0.3,1,2,0.5,3,4,0.75,1,2,3,9,2,0,2,2,10,10.6,-17,0.425,0.35,2.9,9.9,5.5,48,3,0,14.5,18.2,101,127,-0.6
2011/12/30,26-238,LAC,CHI,L (-13),,regular,1,44:06:00,7,14,0.5,1,1,1,0,1,0,0,4,4,14,4,0,3,2,15,18.8,-13,0.519,0.536,0,11.8,5.7,45.6,4.9,0,17.2,19,113,123,5.6
2012/1/1,26-240,LAC,POR,W (+5),,regular,1,36:56:00,8,15,0.533,1,5,0.2,0,0,,0,1,1,7,2,0,3,3,17,12.7,6,0.567,0.567,0,3,1.5,35.5,2.7,0,16.7,22,103,96,2.5
2012/1/4,26-243,LAC,HOU,W (+28),,regular,1,29:26:00,9,14,0.643,2,3,0.667,0,0,,0,2,2,10,3,0,2,1,20,22,17,0.714,0.714,0,9.6,4.9,50.5,5.2,0,12.5,26.2,135,92,14.6
2012/1/7,26-246,LAC,MIL,W (+6),,regular,1,37:22:00,3,6,0.5,0,1,0,3,4,0.75,1,0,1,7,4,0,4,4,9,9.6,13,0.58,0.5,3.5,0,1.6,33.1,5.8,0,34,15.2,98,99,1
2012/1/10,26-249,LAC,POR,L (-8),@,regular,1,31:28:00,4,9,0.444,1,1,1,2,2,1,2,2,4,3,2,0,2,5,11,8.4,-8,0.557,0.5,7.6,9.2,8.4,14.8,3.4,0,16.8,16.8,112,115,0.6
2012/1/11,26-250,LAC,MIA,W (+6),,regular,1,44:53:00,11,21,0.524,0,2,0,5,5,1,0,6,6,11,3,0,1,2,27,27.4,13,0.582,0.524,0,14.8,7.5,56.4,3.6,0,4.1,25.7,128,88,15.6
2012/1/14,26-253,LAC,LAL,W (+8),,regular,1,39:14:00,12,22,0.545,3,4,0.75,6,6,1,1,3,4,6,3,0,1,3,33,29,15,0.67,0.614,2.5,8.3,5.3,36.1,4.3,0,3.9,29.3,148,105,20.2
2012/1/16,26-255,LAC,NJN,W (+10),,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2012/1/17,26-256,LAC,UTA,L (-29),@,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2012/1/18,26-257,LAC,DAL,W (+2),,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2012/1/20,26-259,LAC,MIN,L (-3),,regular,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did,Did
2012/1/22,26-261,LAC,TOR,W (+12),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2012/1/25,26-264,LAC,LAL,L (-5),@,regular,1,26:40:00,2,8,0.25,0,3,0,0,1,0,0,4,4,12,1,0,0,2,4,8.6,6,0.237,0.25,0,20.6,9.2,64.7,2.1,0,0,14.4,115,113,2.6
2012/1/26,26-265,LAC,MEM,W (+7),,regular,1,35:36:00,3,11,0.273,2,4,0.5,10,11,0.909,0,7,7,7,2,0,2,3,18,16.9,18,0.568,0.364,0,21.5,11.9,30.5,2.9,0,11.2,24.1,121,94,4.3
2012/1/29,26-268,LAC,DEN,W (+4),@,regular,1,37:36:00,9,19,0.474,3,6,0.5,4,4,1,1,5,6,7,2,1,1,4,25,22.5,19,0.602,0.553,2.8,15.6,8.8,32.5,2.8,1.9,4.6,26.1,136,111,9.4
2012/1/30,26-269,LAC,OKC,W (+12),,regular,1,36:55:00,12,16,0.75,2,3,0.667,0,0,,0,0,0,14,2,0,2,1,26,29,10,0.813,0.813,0,0,0,61.9,2.8,0,11.1,23.7,161,113,16.5
2012/2/1,26-271,LAC,UTA,W (+2),@,regular,1,35:45:00,15,24,0.625,3,7,0.429,1,2,0.5,2,3,5,11,3,0,4,1,34,31.4,12,0.683,0.688,6.7,9,7.9,67.6,4.2,0,13.9,35.5,133,106,20.7
2012/2/2,26-272,LAC,DEN,L (-21),,regular,1,30:55:00,6,9,0.667,2,2,1,1,3,0.333,0,1,1,9,1,0,2,2,15,15.1,-12,0.727,0.778,0,5.2,2.3,47.1,1.8,0,16.2,19.1,134,132,6.2
2012/2/4,26-274,LAC,WAS,W (+26),@,regular,1,28:00:00,1,8,0.125,0,1,0,0,2,0,1,2,3,7,3,0,1,3,2,3,28,0.113,0.125,4.8,7,6.1,27.7,5.7,0,10.1,14.9,83,86,-5.4
2012/2/6,26-276,LAC,ORL,W (+5),@,regular,1,44:11:00,9,16,0.563,3,3,1,8,8,1,0,7,7,8,2,0,3,3,29,26.9,-1,0.743,0.656,0,18.3,10.1,38.1,2.6,0,13.3,25.7,143,109,11.2
2012/2/8,26-278,LAC,CLE,L (-7),@,regular,1,36:57:00,5,16,0.313,0,2,0,6,6,1,0,3,3,12,3,0,2,2,16,16.3,2,0.429,0.313,0,11.8,5.3,61.1,4.6,0,9.7,25.8,110,113,5.9
2012/2/10,26-280,LAC,PHI,W (+1),@,regular,1,39:12:00,10,20,0.5,0,4,0,4,4,1,1,3,4,4,1,0,1,0,24,18.4,5,0.551,0.5,2.7,9.2,5.7,23.6,1.5,0,4.4,28.3,122,99,12.4
